DATE,DGS1
2024-05-22,5.16
2024-05-23,5.2
2024-05-24,5.21
2024-05-27,.
2024-05-28,5.21
2024-05-29,5.22
2024-05-30,5.19
2024-05-31,5.18
2024-06-03,5.14
2024-06-04,5.11
2024-06-05,5.08
2024-06-06,5.08
2024-06-07,5.17
2024-06-10,5.16
2024-06-11,5.17
2024-06-12,5.13
2024-06-13,5.07
2024-06-14,5.07
2024-06-17,5.11
2024-06-18,5.09
2024-06-19,.
2024-06-20,5.1
2024-06-21,5.1
2024-06-24,5.1
2024-06-25,5.1
2024-06-26,5.13
