Date,Open,High,Low,Close,Adj Close,Volume
2012-07-20,11.808571,11.931429,11.642857,11.688571,11.688571,24369800
2012-07-23,11.532857,11.602857,11.214286,11.420000,11.420000,30965200
2012-07-24,11.581429,11.781429,11.115714,11.484286,11.484286,64700300
2012-07-25,9.172857,9.542857,8.457143,8.611429,8.611429,173470500
2012-07-26,8.472857,8.494286,8.020000,8.144286,8.144286,79756600
2012-07-27,8.194286,8.467143,8.142857,8.417143,8.417143,38009300
2012-07-30,8.418571,8.565714,8.047143,8.250000,8.250000,29932700
2012-07-31,8.207143,8.331429,8.087143,8.121429,8.121429,17320800
2012-08-01,8.204286,8.254286,7.728571,7.785714,7.785714,33832400
2012-08-02,7.754286,7.955714,7.612857,7.695714,7.695714,23945600
2012-08-03,7.837143,7.925714,7.544286,7.701429,7.701429,37295300
2012-08-06,7.791429,8.167143,7.730000,8.112857,8.112857,28527800
2012-08-07,8.135714,8.495714,8.078571,8.271429,8.271429,30769900
2012-08-08,8.224286,8.412857,8.167143,8.257143,8.257143,18194400
2012-08-09,8.227143,8.350000,8.178571,8.272857,8.272857,16492700
2012-08-10,8.237143,8.651429,8.128571,8.557143,8.557143,35032200
2012-08-13,8.745714,8.750000,8.357143,8.558571,8.558571,33324900
2012-08-14,8.660000,9.014286,8.567143,8.822857,8.822857,48119400
2012-08-15,8.861429,9.097143,8.831429,9.037143,9.037143,30844100
2012-08-16,9.065714,9.227143,8.971429,9.187143,9.187143,17630900
2012-08-17,9.268571,9.360000,9.072857,9.098571,9.098571,22405600
2012-08-20,9.091429,9.335714,8.880000,9.177143,9.177143,26658800
2012-08-21,9.305714,9.521429,9.235714,9.371429,9.371429,23355500
2012-08-22,9.302857,9.485714,9.257143,9.342857,9.342857,18030600
2012-08-23,9.431429,9.491429,9.082857,9.150000,9.150000,32580800
2012-08-24,9.012857,9.114286,8.835714,9.022857,9.022857,26161800
2012-08-27,9.045714,9.138571,8.894286,8.912857,8.912857,18046700
2012-08-28,8.891429,9.084286,8.881429,8.992857,8.992857,15859200
2012-08-29,9.007143,9.121429,8.935714,9.062857,9.062857,15660400
2012-08-30,9.022857,9.054286,8.595714,8.640000,8.640000,18679500
2012-08-31,8.758571,8.790000,8.441429,8.531429,8.531429,29560300
2012-09-04,8.285714,8.285714,7.590000,7.990000,7.990000,87416700
2012-09-05,7.942857,7.954286,7.761429,7.851429,7.851429,38565100
2012-09-06,7.944286,8.112857,7.737143,8.092857,8.092857,37297400
2012-09-07,8.097143,8.257143,7.978571,8.094286,8.094286,29617700
2012-09-10,8.048571,8.147143,7.944286,7.988571,7.988571,24892700
2012-09-11,7.985714,8.195714,7.871429,8.165714,8.165714,33040000
2012-09-12,8.214286,8.361429,8.080000,8.172857,8.172857,22096900
2012-09-13,8.124286,8.311429,8.012857,8.285714,8.285714,24490900
2012-09-14,8.357143,8.774286,8.328571,8.645714,8.645714,33067300
2012-09-17,8.425714,8.428571,8.110000,8.145714,8.145714,36278900
2012-09-18,8.184286,8.331429,7.974286,8.008571,8.008571,30298100
2012-09-19,8.105714,8.271429,7.957143,8.148571,8.148571,35348600
2012-09-20,8.060000,8.398571,8.057143,8.391429,8.391429,37217600
2012-09-21,8.490000,8.531429,8.201429,8.255714,8.255714,30074800
2012-09-24,8.122857,8.262857,8.041429,8.055714,8.055714,23661400
2012-09-25,8.107143,8.137143,7.671429,7.685714,7.685714,41858600
2012-09-26,7.712857,7.990000,7.578571,7.875714,7.875714,36625400
2012-09-27,7.980000,8.014286,7.737143,7.935714,7.935714,21350700
2012-09-28,7.862857,7.972857,7.745714,7.777143,7.777143,15932700
2012-10-01,7.800000,8.085714,7.762857,8.007143,8.007143,30765700
2012-10-02,8.064286,8.184286,7.900000,8.065714,8.065714,21589400
2012-10-03,8.341429,8.950000,8.321429,8.940000,8.940000,76064800
2012-10-04,8.950000,9.610000,8.944286,9.524286,9.524286,91616700
2012-10-05,9.580000,9.742857,9.302857,9.508571,9.508571,59170300
2012-10-08,10.198571,10.604286,10.017143,10.502857,10.502857,92280300
2012-10-09,9.842857,9.925714,9.342857,9.361429,9.361429,82145000
2012-10-10,9.404286,9.704286,9.304286,9.357143,9.357143,38742900
2012-10-11,9.557143,9.585714,9.318571,9.425714,9.425714,22013600
2012-10-12,9.400000,9.514286,9.108571,9.190000,9.190000,20710200
2012-10-15,9.307143,9.311429,9.057143,9.251429,9.251429,20745200
2012-10-16,9.271429,9.458571,9.108571,9.435714,9.435714,29302000
2012-10-17,9.430000,9.831429,9.377143,9.788571,9.788571,26464200
2012-10-18,9.784286,9.977143,9.564286,9.622857,9.622857,26797400
2012-10-19,9.598571,9.642857,9.180000,9.282857,9.282857,22881600
2012-10-22,9.194286,9.961429,9.184286,9.697143,9.697143,45678500
2012-10-23,9.614286,9.878571,9.437143,9.745714,9.745714,63498400
2012-10-24,8.265714,8.714286,8.200000,8.588571,8.588571,100060100
2012-10-25,8.578571,8.810000,8.557143,8.787143,8.787143,33046300
2012-10-26,8.792857,10.034286,8.641429,9.940000,9.940000,103433400
2012-10-31,9.487143,12.135714,9.364286,11.320000,11.320000,107308600
2012-11-01,11.121429,11.384286,10.664286,11.098571,11.098571,62669600
2012-11-02,11.035714,11.407143,10.852857,10.985714,10.985714,29650600
2012-11-05,10.652857,11.277143,10.642857,11.177143,11.177143,29016400
2012-11-06,11.008571,11.421429,10.815714,10.910000,10.910000,39102700
2012-11-07,10.918571,11.321429,10.918571,11.097143,11.097143,31099600
2012-11-08,11.164286,11.475714,10.827143,10.852857,10.852857,33381600
2012-11-09,10.901429,11.268571,10.872857,11.128571,11.128571,23272900
2012-11-12,11.285714,11.472857,11.144286,11.170000,11.170000,18330200
2012-11-13,11.120000,11.562857,11.048571,11.372857,11.372857,27170500
2012-11-14,11.428571,11.617143,11.250000,11.397143,11.397143,26910800
2012-11-15,11.444286,11.700000,11.357143,11.640000,11.640000,17400600
2012-11-16,11.611429,11.871429,11.474286,11.557143,11.557143,32164300
2012-11-19,11.715714,11.855714,11.450000,11.622857,11.622857,23267300
2012-11-20,11.644286,11.957143,11.588571,11.771429,11.771429,15340500
2012-11-21,11.785714,12.080000,11.785714,11.857143,11.857143,10889900
2012-11-23,11.915714,11.964286,11.740000,11.850000,11.850000,8396500
2012-11-26,11.800000,11.840000,11.438571,11.722857,11.722857,13484100
2012-11-27,11.718571,11.928571,11.651429,11.868571,11.868571,15524600
2012-11-28,11.821429,11.938571,11.687143,11.747143,11.747143,14495600
